IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
34.212.139.174,443,443,true,SEA,North America,US,Seattle,376,9.33
54.212.172.176,443,443,true,PDX,North America,US,Portland,289,9.33
44.242.248.67,443,443,true,PDX,North America,US,Portland,219,9.32
35.91.94.65,443,443,true,PDX,North America,US,Portland,293,9.32
34.222.238.245,443,443,true,SEA,North America,US,Seattle,217,9.32
34.217.213.220,443,443,true,PDX,North America,US,Portland,278,9.32
18.237.230.108,443,443,true,SEA,North America,US,Seattle,254,9.32
34.219.184.182,443,443,true,PDX,North America,US,Portland,314,9.32
34.221.90.243,443,443,true,PDX,North America,US,Portland,398,9.32
35.162.119.122,443,443,true,SEA,North America,US,Seattle,222,9.32
35.87.21.140,443,443,true,PDX,North America,US,Portland,289,9.31
54.69.70.76,443,443,true,PDX,North America,US,Portland,366,9.31
34.222.188.131,443,443,true,PDX,North America,US,Portland,295,9.31
44.242.245.147,443,443,true,PDX,North America,US,Portland,350,9.30
35.165.186.107,443,443,true,SEA,North America,US,Seattle,303,9.30
18.237.208.154,443,443,true,SEA,North America,US,Seattle,221,9.30
18.237.185.96,443,443,true,SEA,North America,US,Seattle,212,9.29
34.220.201.111,443,443,true,PDX,North America,US,Portland,519,9.29
34.244.242.127,443,443,true,DUB,Europe,IE,Dublin,433,9.29
54.189.60.255,443,443,true,SEA,North America,US,Seattle,441,9.29
54.187.212.113,8443,443,true,PDX,North America,US,Portland,377,9.29
54.191.241.69,443,443,true,PDX,North America,US,Portland,411,9.29
35.92.149.91,443,443,true,PDX,North America,US,Portland,192,9.29
34.215.64.11,443,443,true,SEA,North America,US,Seattle,228,9.29
34.208.65.60,443,443,true,SEA,North America,US,Seattle,287,9.28
51.44.166.187,443,443,true,CDG,Europe,FR,Paris,406,9.28
35.160.11.43,443,443,true,SEA,North America,US,Seattle,305,9.28
54.189.23.31,443,443,true,SEA,North America,US,Seattle,330,9.28
34.223.252.234,443,443,true,SEA,North America,US,Seattle,198,9.28
35.163.229.20,443,443,true,SEA,North America,US,Seattle,452,9.28
18.237.128.140,443,443,true,SEA,North America,US,Seattle,221,9.28
67.226.221.76,80,443,true,SJC,North America,US,San Jose,263,9.28
52.29.224.33,443,443,true,FRA,Europe,DE,Frankfurt,308,9.28
18.198.227.161,443,443,true,FRA,Europe,DE,Frankfurt,463,9.27
54.185.160.63,443,443,true,PDX,North America,US,Portland,209,9.27
35.86.110.41,443,443,true,PDX,North America,US,Portland,419,9.27
52.11.38.216,443,443,true,SEA,North America,US,Seattle,335,9.27
54.190.13.63,443,443,true,PDX,North America,US,Portland,348,9.26
52.34.8.192,443,443,true,PDX,North America,US,Portland,212,9.26
16.171.114.20,2053,443,true,ARN,Europe,SE,Stockholm,304,9.26
34.220.118.116,443,443,true,SEA,North America,US,Seattle,279,9.26
34.218.130.79,443,443,true,SEA,North America,US,Seattle,318,9.26
35.162.139.117,443,443,true,SEA,North America,US,Seattle,351,9.26
44.242.255.38,443,443,true,PDX,North America,US,Portland,261,9.25
54.177.181.158,80,443,true,LAX,North America,US,Los Angeles,378,9.25
34.213.76.42,443,443,true,SEA,North America,US,Seattle,362,9.25
54.202.166.172,443,443,true,PDX,North America,US,Portland,269,9.25
35.165.177.206,443,443,true,SEA,North America,US,Seattle,304,9.25
54.149.148.186,443,443,true,PDX,North America,US,Portland,415,9.25
13.38.97.64,443,443,true,CDG,Europe,FR,Paris,458,9.24
52.34.198.185,443,443,true,SEA,North America,US,Seattle,326,9.23
54.202.128.205,443,443,true,PDX,North America,US,Portland,305,9.23
34.223.252.234,443,443,true,SEA,North America,US,Seattle,445,9.22
54.191.241.69,443,443,true,PDX,North America,US,Portland,284,9.22
67.226.221.208,80,443,true,SJC,North America,US,San Jose,210,9.22
54.201.141.127,443,443,true,SEA,North America,US,Seattle,358,9.22
54.202.236.146,443,443,true,SEA,North America,US,Seattle,406,9.22
44.245.22.40,443,443,true,SEA,North America,US,Seattle,363,9.22
67.226.221.175,80,443,true,SJC,North America,US,San Jose,219,9.22
35.80.21.36,443,443,true,PDX,North America,US,Portland,438,9.22
52.37.201.53,443,443,true,PDX,North America,US,Portland,269,9.22
34.213.76.42,443,443,true,SEA,North America,US,Seattle,438,9.21
34.210.82.52,443,443,true,PDX,North America,US,Portland,362,9.21
34.216.199.103,443,443,true,PDX,North America,US,Portland,216,9.21
51.20.255.232,8443,443,true,CPH,Europe,DK,Copenhagen,375,9.21
52.12.162.159,443,443,true,SEA,North America,US,Seattle,450,9.21
35.160.232.154,8443,443,true,SEA,North America,US,Seattle,433,9.20
3.73.124.222,2083,443,true,FRA,Europe,DE,Frankfurt,316,9.20
63.177.127.157,443,443,true,FRA,Europe,DE,Frankfurt,284,9.20
52.12.99.134,443,443,true,PDX,North America,US,Portland,374,9.20
34.212.139.174,443,443,true,SEA,North America,US,Seattle,271,9.20
52.42.252.135,443,443,true,PDX,North America,US,Portland,308,9.19
54.187.229.201,443,443,true,PDX,North America,US,Portland,372,9.19
54.69.202.159,443,443,true,PDX,North America,US,Portland,229,9.19
52.10.13.148,443,443,true,SEA,North America,US,Seattle,452,9.19
67.226.221.237,80,443,true,SJC,North America,US,San Jose,261,9.19
54.68.54.40,443,443,true,PDX,North America,US,Portland,350,9.19
54.190.132.205,443,443,true,PDX,North America,US,Portland,276,9.18
34.222.117.125,443,443,true,PDX,North America,US,Portland,242,9.18
16.171.114.20,8443,443,true,ARN,Europe,SE,Stockholm,414,9.18
67.226.221.248,443,443,true,SJC,North America,US,San Jose,219,9.18
54.70.206.3,443,443,true,PDX,North America,US,Portland,303,9.17
54.185.121.38,443,443,true,SEA,North America,US,Seattle,355,9.17
54.148.167.46,443,443,true,SEA,North America,US,Seattle,314,9.17
44.244.235.167,443,443,true,SEA,North America,US,Seattle,518,9.17
34.211.56.47,443,443,true,SEA,North America,US,Seattle,214,9.17
34.218.224.167,443,443,true,PDX,North America,US,Portland,345,9.16
44.243.152.158,443,443,true,SEA,North America,US,Seattle,398,9.16
54.218.120.7,443,443,true,SEA,North America,US,Seattle,510,9.16
54.70.137.136,443,443,true,PDX,North America,US,Portland,523,9.15
35.94.239.71,8443,443,true,SEA,North America,US,Seattle,284,9.15
34.214.25.95,443,443,true,SEA,North America,US,Seattle,354,9.15
35.163.175.136,443,443,true,SEA,North America,US,Seattle,402,9.15
35.160.11.43,443,443,true,SEA,North America,US,Seattle,454,9.15
34.210.82.52,443,443,true,PDX,North America,US,Portland,238,9.15
35.86.216.62,443,443,true,PDX,North America,US,Portland,275,9.15
34.217.45.110,443,443,true,PDX,North America,US,Portland,433,9.15
54.200.244.93,443,443,true,SEA,North America,US,Seattle,243,9.15
51.20.76.68,8443,443,true,CPH,Europe,DK,Copenhagen,384,9.14
52.89.190.173,443,443,true,PDX,North America,US,Portland,232,9.14
34.221.79.232,443,443,true,PDX,North America,US,Portland,259,9.14
34.213.7.108,443,443,true,SEA,North America,US,Seattle,349,9.14
51.21.48.77,443,443,true,ARN,Europe,SE,Stockholm,255,9.13
52.13.212.72,443,443,true,PDX,North America,US,Portland,314,9.13
54.189.17.13,443,443,true,SEA,North America,US,Seattle,361,9.13
54.189.17.13,443,443,true,PDX,North America,US,Portland,360,9.13
54.214.223.97,443,443,true,SEA,North America,US,Seattle,317,9.13
52.40.102.162,443,443,true,SEA,North America,US,Seattle,413,9.13
44.242.255.38,443,443,true,PDX,North America,US,Portland,434,9.13
54.186.222.150,443,443,true,SEA,North America,US,Seattle,509,9.13
34.221.90.243,443,443,true,PDX,North America,US,Portland,402,9.13
204.110.220.56,80,443,true,SJC,North America,US,San Jose,182,9.12
35.159.168.72,443,443,true,FRA,Europe,DE,Frankfurt,378,9.12
34.209.108.205,443,443,true,SEA,North America,US,Seattle,515,9.12
35.95.237.8,443,443,true,PDX,North America,US,Portland,251,9.12
35.164.133.205,443,443,true,SEA,North America,US,Seattle,290,9.12
34.208.65.60,443,443,true,SEA,North America,US,Seattle,344,9.12
35.94.185.24,443,443,true,PDX,North America,US,Portland,343,9.12
52.10.13.148,443,443,true,SEA,North America,US,Seattle,297,9.12
18.237.208.224,443,443,true,SEA,North America,US,Seattle,334,9.11
67.226.221.1,80,443,true,SJC,North America,US,San Jose,209,9.11
35.93.164.170,443,443,true,PDX,North America,US,Portland,393,9.10
18.153.166.250,8443,443,true,FRA,Europe,DE,Frankfurt,309,9.09
44.229.11.24,443,443,true,PDX,North America,US,Portland,290,9.08
18.153.49.248,8443,443,true,FRA,Europe,DE,Frankfurt,416,9.08
44.234.89.244,443,443,true,PDX,North America,US,Portland,342,9.08
54.213.214.160,443,443,true,PDX,North America,US,Portland,303,9.08
54.190.13.63,443,443,true,SEA,North America,US,Seattle,313,9.08
54.218.49.228,443,443,true,SEA,North America,US,Seattle,254,9.08
35.94.219.99,443,443,true,PDX,North America,US,Portland,484,9.08
52.41.218.4,80,443,true,PDX,North America,US,Portland,200,9.08
35.167.93.200,80,443,true,SEA,North America,US,Seattle,298,9.07
54.177.196.101,80,443,true,LAX,North America,US,Los Angeles,269,9.07
54.189.18.169,443,443,true,PDX,North America,US,Portland,373,9.07
54.200.252.246,443,443,true,PDX,North America,US,Portland,443,9.07
34.222.61.141,443,443,true,PDX,North America,US,Portland,364,9.07
35.163.229.20,443,443,true,SEA,North America,US,Seattle,274,9.06
18.246.250.176,443,443,true,PDX,North America,US,Portland,218,9.06
54.212.231.115,443,443,true,PDX,North America,US,Portland,278,9.06
35.86.74.254,443,443,true,PDX,North America,US,Portland,344,9.06
54.188.76.30,443,443,true,PDX,North America,US,Portland,332,9.06
54.213.215.13,8443,443,true,PDX,North America,US,Portland,322,9.06
35.94.38.58,443,443,true,PDX,North America,US,Portland,450,9.06
44.243.161.125,443,443,true,SEA,North America,US,Seattle,429,9.05
34.221.148.142,443,443,true,PDX,North America,US,Portland,358,9.04
63.176.11.74,2096,443,true,FRA,Europe,DE,Frankfurt,364,9.04
54.213.103.245,443,443,true,PDX,North America,US,Portland,338,9.04
54.201.175.85,443,443,true,PDX,North America,US,Portland,410,9.03
34.211.56.47,443,443,true,SEA,North America,US,Seattle,300,9.03
34.208.25.69,443,443,true,SEA,North America,US,Seattle,379,9.03
52.33.95.229,443,443,true,PDX,North America,US,Portland,383,9.03
52.10.78.7,80,443,true,PDX,North America,US,Portland,321,9.03
44.234.51.183,443,443,true,PDX,North America,US,Portland,273,9.03
54.202.130.89,443,443,true,PDX,North America,US,Portland,356,9.03
54.187.225.106,443,443,true,PDX,North America,US,Portland,325,9.03
54.203.223.177,443,443,true,SEA,North America,US,Seattle,252,9.03
52.41.218.4,80,443,true,PDX,North America,US,Portland,449,9.03
34.221.43.179,443,443,true,SEA,North America,US,Seattle,347,9.03
54.202.107.46,443,443,true,PDX,North America,US,Portland,284,9.02
44.245.233.128,443,443,true,PDX,North America,US,Portland,324,9.02
204.110.220.200,80,443,true,SJC,North America,US,San Jose,183,9.02
52.13.212.72,443,443,true,PDX,North America,US,Portland,548,9.01
15.237.219.187,8443,443,true,CDG,Europe,FR,Paris,335,9.01
52.32.90.142,80,443,true,PDX,North America,US,Portland,281,9.01
34.222.249.45,443,443,true,SEA,North America,US,Seattle,284,9.01
34.220.251.148,443,443,true,SEA,North America,US,Seattle,291,9.01
44.245.22.7,443,443,true,SEA,North America,US,Seattle,387,9.01
18.198.168.3,443,443,true,FRA,Europe,DE,Frankfurt,423,9.01
35.93.148.102,443,443,true,PDX,North America,US,Portland,506,9.00
34.216.70.68,443,443,true,PDX,North America,US,Portland,387,9.00
35.86.132.203,443,443,true,PDX,North America,US,Portland,334,9.00
34.221.148.142,443,443,true,PDX,North America,US,Portland,384,9.00
54.245.149.121,443,443,true,PDX,North America,US,Portland,375,9.00
54.188.76.30,443,443,true,PDX,North America,US,Portland,311,8.99
204.110.220.169,80,443,true,SJC,North America,US,San Jose,185,8.99
54.245.136.139,443,443,true,PDX,North America,US,Portland,357,8.99
44.234.112.169,443,443,true,PDX,North America,US,Portland,267,8.99
34.220.201.111,443,443,true,PDX,North America,US,Portland,301,8.99
51.20.130.215,8443,443,true,CPH,Europe,DK,Copenhagen,362,8.98
52.42.167.77,443,443,true,PDX,North America,US,Portland,246,8.98
18.197.218.69,443,443,true,FRA,Europe,DE,Frankfurt,357,8.98
3.122.86.99,443,443,true,FRA,Europe,DE,Frankfurt,456,8.98
54.202.109.19,443,443,true,PDX,North America,US,Portland,452,8.98
35.90.5.232,443,443,true,PDX,North America,US,Portland,335,8.97
54.186.188.151,443,443,true,PDX,North America,US,Portland,360,8.97
44.234.112.169,443,443,true,PDX,North America,US,Portland,300,8.97
44.245.22.7,443,443,true,SEA,North America,US,Seattle,398,8.96
44.245.23.136,443,443,true,SEA,North America,US,Seattle,339,8.96
52.24.15.209,443,443,true,PDX,North America,US,Portland,282,8.96
54.187.123.137,443,443,true,SEA,North America,US,Seattle,353,8.95
34.243.46.21,443,443,true,DUB,Europe,IE,Dublin,192,8.95
54.69.70.76,443,443,true,PDX,North America,US,Portland,224,8.95
54.149.52.156,443,443,true,PDX,North America,US,Portland,366,8.95
44.242.248.67,443,443,true,PDX,North America,US,Portland,340,8.95
54.149.129.167,443,443,true,PDX,North America,US,Portland,509,8.94
34.221.1.103,443,443,true,SEA,North America,US,Seattle,229,8.94
13.212.159.211,443,443,true,SIN,Asia Pacific,SG,Singapore,416,8.94
54.202.130.89,443,443,true,PDX,North America,US,Portland,461,8.94
35.93.180.121,8443,443,true,SEA,North America,US,Seattle,239,8.93
34.222.86.202,443,443,true,SEA,North America,US,Seattle,308,8.93
54.190.156.35,443,443,true,PDX,North America,US,Portland,376,8.92
34.221.251.114,443,443,true,SEA,North America,US,Seattle,390,8.92
44.227.209.152,443,443,true,PDX,North America,US,Portland,306,8.92
44.227.209.152,443,443,true,PDX,North America,US,Portland,483,8.92
67.226.221.120,443,443,true,SJC,North America,US,San Jose,405,8.92
52.38.139.113,443,443,true,SEA,North America,US,Seattle,239,8.92
18.237.6.35,443,443,true,PDX,North America,US,Portland,263,8.91
51.21.48.77,443,443,true,ARN,Europe,SE,Stockholm,322,8.91
18.236.102.122,443,443,true,PDX,North America,US,Portland,207,8.91
54.202.107.46,443,443,true,PDX,North America,US,Portland,275,8.91
18.237.24.228,443,443,true,SEA,North America,US,Seattle,248,8.90
54.190.93.251,443,443,true,PDX,North America,US,Portland,461,8.90
67.226.221.5,80,443,true,SJC,North America,US,San Jose,214,8.90
67.226.221.160,80,443,true,SJC,North America,US,San Jose,304,8.90
52.32.141.8,443,443,true,PDX,North America,US,Portland,419,8.90
34.219.91.236,443,443,true,SEA,North America,US,Seattle,426,8.90
35.179.15.160,443,443,true,LHR,Europe,GB,London,446,8.89
44.245.23.185,443,443,true,SEA,North America,US,Seattle,493,8.89
54.176.205.20,80,443,true,LAX,North America,US,Los Angeles,294,8.88
52.42.130.129,443,443,true,SEA,North America,US,Seattle,299,8.88
67.226.221.35,80,443,true,SJC,North America,US,San Jose,201,8.88
54.201.141.127,443,443,true,PDX,North America,US,Portland,294,8.87
52.38.6.43,443,443,true,SEA,North America,US,Seattle,218,8.87
16.171.145.4,443,443,true,CPH,Europe,DK,Copenhagen,347,8.87
54.202.41.53,443,443,true,PDX,North America,US,Portland,350,8.86
204.110.220.137,80,443,true,SJC,North America,US,San Jose,180,8.86
35.94.230.23,443,443,true,PDX,North America,US,Portland,443,8.86
34.213.7.108,443,443,true,SEA,North America,US,Seattle,528,8.86
51.20.192.186,8443,443,true,CPH,Europe,DK,Copenhagen,287,8.86
35.159.168.72,443,443,true,FRA,Europe,DE,Frankfurt,285,8.86
54.190.132.205,443,443,true,PDX,North America,US,Portland,269,8.86
44.245.23.185,443,443,true,SEA,North America,US,Seattle,225,8.85
67.226.221.240,80,443,true,SJC,North America,US,San Jose,326,8.85
52.42.71.111,443,443,true,PDX,North America,US,Portland,411,8.85
34.221.43.65,443,443,true,SEA,North America,US,Seattle,528,8.85
16.171.141.115,443,443,true,CPH,Europe,DK,Copenhagen,260,8.85
52.26.209.33,443,443,true,PDX,North America,US,Portland,366,8.85
54.202.128.205,443,443,true,PDX,North America,US,Portland,414,8.84
51.21.1.245,8443,443,true,CPH,Europe,DK,Copenhagen,241,8.84
54.214.209.54,443,443,true,PDX,North America,US,Portland,443,8.84
18.193.144.17,443,443,true,FRA,Europe,DE,Frankfurt,348,8.84
34.244.186.177,443,443,true,DUB,Europe,IE,Dublin,482,8.84
34.215.217.165,443,443,true,SEA,North America,US,Seattle,375,8.83
44.227.78.80,443,443,true,PDX,North America,US,Portland,263,8.83
67.226.221.32,80,443,true,SJC,North America,US,San Jose,220,8.83
51.20.238.138,8080,443,true,ARN,Europe,SE,Stockholm,275,8.83
67.226.221.240,443,443,true,SJC,North America,US,San Jose,397,8.83
67.226.221.170,80,443,true,SJC,North America,US,San Jose,411,8.82
18.236.221.41,443,443,true,SEA,North America,US,Seattle,244,8.82
34.221.1.103,443,443,true,SEA,North America,US,Seattle,439,8.82
54.177.181.158,80,443,true,LAX,North America,US,Los Angeles,440,8.81
35.88.49.151,443,443,true,PDX,North America,US,Portland,329,8.81
54.148.167.46,443,443,true,PDX,North America,US,Portland,405,8.80
3.127.87.124,443,443,true,FRA,Europe,DE,Frankfurt,244,8.80
35.86.225.99,443,443,true,PDX,North America,US,Portland,296,8.80
51.20.161.26,443,443,true,ARN,Europe,SE,Stockholm,365,8.79
44.243.73.46,443,443,true,SEA,North America,US,Seattle,290,8.78
44.243.233.17,443,443,true,PDX,North America,US,Portland,352,8.78
34.213.101.126,443,443,true,SEA,North America,US,Seattle,435,8.76
34.208.221.169,443,443,true,PDX,North America,US,Portland,541,8.76
67.226.221.100,80,443,true,SJC,North America,US,San Jose,188,8.76
51.20.248.95,8443,443,true,CPH,Europe,DK,Copenhagen,344,8.76
204.110.220.135,80,443,true,SJC,North America,US,San Jose,173,8.76
51.20.99.157,443,443,true,CPH,Europe,DK,Copenhagen,361,8.75
3.123.255.167,443,443,true,FRA,Europe,DE,Frankfurt,252,8.74
44.243.191.94,443,443,true,SEA,North America,US,Seattle,393,8.74
54.189.19.47,443,443,true,PDX,North America,US,Portland,270,8.74
35.94.117.126,443,443,true,PDX,North America,US,Portland,222,8.73
34.220.118.116,443,443,true,SEA,North America,US,Seattle,409,8.73
44.244.48.67,443,443,true,SEA,North America,US,Seattle,376,8.73
44.243.70.160,443,443,true,SEA,North America,US,Seattle,447,8.72
44.244.200.144,443,443,true,SEA,North America,US,Seattle,312,8.72
54.187.56.56,443,443,true,SEA,North America,US,Seattle,340,8.72
54.203.112.126,443,443,true,PDX,North America,US,Portland,351,8.71
34.219.172.174,443,443,true,SEA,North America,US,Seattle,283,8.71
54.245.149.121,443,443,true,PDX,North America,US,Portland,449,8.71
54.189.75.193,443,443,true,SEA,North America,US,Seattle,408,8.71
44.244.164.65,443,443,true,SEA,North America,US,Seattle,318,8.71
54.218.49.228,443,443,true,PDX,North America,US,Portland,488,8.70
35.89.175.177,443,443,true,PDX,North America,US,Portland,373,8.70
44.243.70.160,443,443,true,SEA,North America,US,Seattle,449,8.70
18.237.119.37,443,443,true,SEA,North America,US,Seattle,406,8.69
52.12.162.159,443,443,true,PDX,North America,US,Portland,374,8.69
44.244.29.62,443,443,true,PDX,North America,US,Portland,345,8.68
44.245.233.128,443,443,true,PDX,North America,US,Portland,275,8.68
34.216.140.189,443,443,true,SEA,North America,US,Seattle,251,8.67
34.219.184.182,443,443,true,PDX,North America,US,Portland,461,8.66
204.110.220.159,80,443,true,SJC,North America,US,San Jose,184,8.66
44.243.73.46,443,443,true,SEA,North America,US,Seattle,560,8.66
51.20.207.0,443,443,true,ARN,Europe,SE,Stockholm,355,8.65
51.20.96.169,8443,443,true,CPH,Europe,DK,Copenhagen,241,8.65
34.214.25.95,443,443,true,SEA,North America,US,Seattle,490,8.65
54.203.85.46,80,443,true,SEA,North America,US,Seattle,428,8.64
54.186.100.99,443,443,true,SEA,North America,US,Seattle,328,8.63
44.244.164.65,443,443,true,SEA,North America,US,Seattle,421,8.63
18.236.13.188,443,443,true,SEA,North America,US,Seattle,287,8.62
51.20.188.222,443,443,true,CPH,Europe,DK,Copenhagen,366,8.62
52.89.97.12,443,443,true,PDX,North America,US,Portland,356,8.61
44.243.235.123,443,443,true,SEA,North America,US,Seattle,388,8.61
34.222.61.141,443,443,true,PDX,North America,US,Portland,471,8.61
52.42.167.77,443,443,true,SEA,North America,US,Seattle,297,8.60
35.84.191.108,443,443,true,PDX,North America,US,Portland,482,8.59
52.10.78.7,80,443,true,PDX,North America,US,Portland,478,8.59
47.129.124.50,443,443,true,SIN,Asia Pacific,SG,Singapore,285,8.58
44.244.142.100,443,443,true,PDX,North America,US,Portland,360,8.58
44.244.45.70,443,443,true,SEA,North America,US,Seattle,287,8.58
51.20.130.40,8443,443,true,CPH,Europe,DK,Copenhagen,320,8.58
44.244.168.180,443,443,true,SEA,North America,US,Seattle,395,8.57
44.245.23.136,443,443,true,SEA,North America,US,Seattle,487,8.56
18.236.149.167,443,443,true,PDX,North America,US,Portland,408,8.56
44.244.230.147,443,443,true,PDX,North America,US,Portland,409,8.56
52.10.78.7,443,443,true,PDX,North America,US,Portland,353,8.56
35.167.93.200,443,443,true,PDX,North America,US,Portland,296,8.55
52.32.90.142,80,443,true,SEA,North America,US,Seattle,522,8.55
34.222.40.64,80,443,true,SEA,North America,US,Seattle,215,8.55
54.202.115.66,80,443,true,PDX,North America,US,Portland,300,8.55
54.202.166.172,443,443,true,PDX,North America,US,Portland,363,8.55
52.41.218.4,443,443,true,SEA,North America,US,Seattle,293,8.54
34.218.205.118,443,443,true,SEA,North America,US,Seattle,302,8.54
54.245.197.27,80,443,true,SEA,North America,US,Seattle,272,8.54
54.202.115.66,80,443,true,PDX,North America,US,Portland,421,8.54
18.237.60.57,443,443,true,SEA,North America,US,Seattle,385,8.54
35.167.93.200,80,443,true,SEA,North America,US,Seattle,261,8.54
52.24.15.209,443,443,true,PDX,North America,US,Portland,515,8.53
16.171.199.249,443,443,true,CPH,Europe,DK,Copenhagen,247,8.53
44.244.48.67,443,443,true,SEA,North America,US,Seattle,412,8.53
54.218.61.75,443,443,true,PDX,North America,US,Portland,381,8.52
67.226.221.188,80,443,true,SJC,North America,US,San Jose,216,8.51
54.218.49.228,80,443,true,PDX,North America,US,Portland,428,8.50
44.228.63.60,443,443,true,PDX,North America,US,Portland,429,8.50
52.40.102.162,443,443,true,SEA,North America,US,Seattle,380,8.49
3.8.119.10,2096,443,true,LHR,Europe,GB,London,340,8.49
204.110.220.57,80,443,true,SJC,North America,US,San Jose,183,8.48
54.218.49.228,80,443,true,PDX,North America,US,Portland,478,8.48
35.155.38.149,443,443,true,PDX,North America,US,Portland,456,8.47
44.244.201.206,443,443,true,SEA,North America,US,Seattle,395,8.47
34.210.49.154,80,443,true,SEA,North America,US,Seattle,388,8.47
34.218.205.118,80,443,true,PDX,North America,US,Portland,381,8.46
63.176.11.74,2096,443,true,FRA,Europe,DE,Frankfurt,374,8.46
44.228.63.60,80,443,true,PDX,North America,US,Portland,394,8.46
52.88.206.139,8443,443,true,PDX,North America,US,Portland,414,8.45
67.226.221.97,80,443,true,SJC,North America,US,San Jose,237,8.45
34.216.162.182,443,443,true,SEA,North America,US,Seattle,331,8.45
34.221.43.65,443,443,true,SEA,North America,US,Seattle,250,8.45
204.110.220.43,80,443,true,SJC,North America,US,San Jose,181,8.45
44.243.152.158,443,443,true,SEA,North America,US,Seattle,392,8.44
40.172.42.247,8443,443,true,MXP,Europe,IT,Milan,285,8.44
52.10.78.7,443,443,true,PDX,North America,US,Portland,409,8.44
54.187.152.75,443,443,true,SEA,North America,US,Seattle,390,8.44
