IP地址,端口,回源端口,TLS,数据中心,地区,国家,城市,TCP延迟(ms),速度(MB/s)
96.0.144.100,80,80,false,SIN,Asia Pacific,SG,Singapore,28,0.00
96.0.147.114,443,80,false,SIN,Asia Pacific,SG,Singapore,29,0.00
96.0.147.114,80,80,false,SIN,Asia Pacific,SG,Singapore,30,0.00
96.0.147.203,80,80,false,SIN,Asia Pacific,SG,Singapore,30,0.00
13.215.80.221,2083,80,false,SIN,Asia Pacific,SG,Singapore,45,0.00
13.250.38.94,80,80,false,SIN,Asia Pacific,SG,Singapore,64,0.00
13.215.80.221,2096,80,false,SIN,Asia Pacific,SG,Singapore,70,0.00
13.215.80.221,2082,80,false,SIN,Asia Pacific,SG,Singapore,72,0.00
13.215.211.239,8080,80,false,SIN,Asia Pacific,SG,Singapore,80,0.00
13.215.80.221,2095,80,false,SIN,Asia Pacific,SG,Singapore,81,0.00
13.114.59.37,2052,80,false,NRT,Asia Pacific,JP,Tokyo,86,0.00
13.236.104.165,2096,80,false,SYD,Oceania,AU,Sydney,92,0.00
13.236.104.165,2095,80,false,SYD,Oceania,AU,Sydney,93,0.00
13.215.80.221,2086,80,false,SIN,Asia Pacific,SG,Singapore,94,0.00
13.238.235.196,2096,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.237.94.188,2052,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.238.235.196,2053,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.237.94.188,2083,80,false,SYD,Oceania,AU,Sydney,95,0.00
13.237.94.188,2096,80,false,SYD,Oceania,AU,Sydney,97,0.00
13.238.235.196,2095,80,false,SYD,Oceania,AU,Sydney,98,0.00
13.236.104.165,2053,80,false,SYD,Oceania,AU,Sydney,99,0.00
13.55.237.163,2086,80,false,SYD,Oceania,AU,Sydney,99,0.00
13.55.237.163,2052,80,false,SYD,Oceania,AU,Sydney,100,0.00
13.238.235.196,2052,80,false,SYD,Oceania,AU,Sydney,100,0.00
13.55.238.1,2095,80,false,SYD,Oceania,AU,Sydney,101,0.00
13.236.104.165,2086,80,false,SYD,Oceania,AU,Sydney,102,0.00
13.55.238.1,2087,80,false,SYD,Oceania,AU,Sydney,102,0.00
13.237.94.188,2095,80,false,SYD,Oceania,AU,Sydney,102,0.00
13.237.94.188,2086,80,false,SYD,Oceania,AU,Sydney,103,0.00
13.54.173.154,2083,80,false,SYD,Oceania,AU,Sydney,105,0.00
13.54.173.154,2082,80,false,SYD,Oceania,AU,Sydney,109,0.00
13.236.104.165,2087,80,false,SYD,Oceania,AU,Sydney,109,0.00
13.237.94.188,2087,80,false,SYD,Oceania,AU,Sydney,113,0.00
